# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = TwoCptModel_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = TwoCptModel.data.R
# init = TwoCptModel.init.R
# random
#   seed = 3892749
# output
#   file = output_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,CL,Q,V1,V2,ka,sigma,theta.1,theta.2,theta.3,theta.4,theta.5,cHat.1,cHat.2,cHat.3,cHat.4,cHat.5,cHat.6,cHat.7,cHat.8,cHat.9,cHat.10,cHat.11,cHat.12,cHat.13,cHat.14,cHat.15,cHat.16,cHat.17,cHat.18,cHat.19,cHat.20,cHat.21,cHat.22,cHat.23,cHat.24,cHat.25,cHat.26,cHat.27,cHat.28,cHat.29,cHat.30,cHat.31,cHat.32,cHat.33,cHat.34,cHat.35,cHat.36,cHat.37,cHat.38,cHat.39,cHat.40,cHat.41,cHat.42,cHat.43,cHat.44,cHat.45,cHat.46,cHat.47,cHat.48,cHat.49,cHat.50,cHat.51,cHat.52,cHat.53,cHat.54,cHatObs.1,cHatObs.2,cHatObs.3,cHatObs.4,cHatObs.5,cHatObs.6,cHatObs.7,cHatObs.8,cHatObs.9,cHatObs.10,cHatObs.11,cHatObs.12,cHatObs.13,cHatObs.14,cHatObs.15,cHatObs.16,cHatObs.17,cHatObs.18,cHatObs.19,cHatObs.20,cHatObs.21,cHatObs.22,cHatObs.23,cHatObs.24,cHatObs.25,cHatObs.26,cHatObs.27,cHatObs.28,cHatObs.29,cHatObs.30,cHatObs.31,cHatObs.32,cHatObs.33,cHatObs.34,cHatObs.35,cHatObs.36,cHatObs.37,cHatObs.38,cHatObs.39,cHatObs.40,cHatObs.41,cHatObs.42,cHatObs.43,cHatObs.44,cHatObs.45,cHatObs.46,cHatObs.47,cHatObs.48,cHatObs.49,cHatObs.50,cHatObs.51,cHatObs.52,cHatObs.53,x.1.1,x.2.1,x.3.1,x.1.2,x.2.2,x.3.2,x.1.3,x.2.3,x.3.3,x.1.4,x.2.4,x.3.4,x.1.5,x.2.5,x.3.5,x.1.6,x.2.6,x.3.6,x.1.7,x.2.7,x.3.7,x.1.8,x.2.8,x.3.8,x.1.9,x.2.9,x.3.9,x.1.10,x.2.10,x.3.10,x.1.11,x.2.11,x.3.11,x.1.12,x.2.12,x.3.12,x.1.13,x.2.13,x.3.13,x.1.14,x.2.14,x.3.14,x.1.15,x.2.15,x.3.15,x.1.16,x.2.16,x.3.16,x.1.17,x.2.17,x.3.17,x.1.18,x.2.18,x.3.18,x.1.19,x.2.19,x.3.19,x.1.20,x.2.20,x.3.20,x.1.21,x.2.21,x.3.21,x.1.22,x.2.22,x.3.22,x.1.23,x.2.23,x.3.23,x.1.24,x.2.24,x.3.24,x.1.25,x.2.25,x.3.25,x.1.26,x.2.26,x.3.26,x.1.27,x.2.27,x.3.27,x.1.28,x.2.28,x.3.28,x.1.29,x.2.29,x.3.29,x.1.30,x.2.30,x.3.30,x.1.31,x.2.31,x.3.31,x.1.32,x.2.32,x.3.32,x.1.33,x.2.33,x.3.33,x.1.34,x.2.34,x.3.34,x.1.35,x.2.35,x.3.35,x.1.36,x.2.36,x.3.36,x.1.37,x.2.37,x.3.37,x.1.38,x.2.38,x.3.38,x.1.39,x.2.39,x.3.39,x.1.40,x.2.40,x.3.40,x.1.41,x.2.41,x.3.41,x.1.42,x.2.42,x.3.42,x.1.43,x.2.43,x.3.43,x.1.44,x.2.44,x.3.44,x.1.45,x.2.45,x.3.45,x.1.46,x.2.46,x.3.46,x.1.47,x.2.47,x.3.47,x.1.48,x.2.48,x.3.48,x.1.49,x.2.49,x.3.49,x.1.50,x.2.50,x.3.50,x.1.51,x.2.51,x.3.51,x.1.52,x.2.52,x.3.52,x.1.53,x.2.53,x.3.53,x.1.54,x.2.54,x.3.54,cObsPred.1,cObsPred.2,cObsPred.3,cObsPred.4,cObsPred.5,cObsPred.6,cObsPred.7,cObsPred.8,cObsPred.9,cObsPred.10,cObsPred.11,cObsPred.12,cObsPred.13,cObsPred.14,cObsPred.15,cObsPred.16,cObsPred.17,cObsPred.18,cObsPred.19,cObsPred.20,cObsPred.21,cObsPred.22,cObsPred.23,cObsPred.24,cObsPred.25,cObsPred.26,cObsPred.27,cObsPred.28,cObsPred.29,cObsPred.30,cObsPred.31,cObsPred.32,cObsPred.33,cObsPred.34,cObsPred.35,cObsPred.36,cObsPred.37,cObsPred.38,cObsPred.39,cObsPred.40,cObsPred.41,cObsPred.42,cObsPred.43,cObsPred.44,cObsPred.45,cObsPred.46,cObsPred.47,cObsPred.48,cObsPred.49,cObsPred.50,cObsPred.51,cObsPred.52,cObsPred.53
# Adaptation terminated
# Step size = 0.196426
# Diagonal elements of inverse mass matrix:
# 0.00036586, 0.00588137, 0.0148999, 0.0053953, 0.019733, 0.0123188
79.7396,0.993275,0.196426,4,15,0,-78.3659,4.65961,6.15553,22.2129,73.9831,1.23778,0.103927,4.65961,6.15553,22.2129,73.9831,1.23778,0,344.511,645.111,899.891,1458.39,1779.07,1936.36,1958.23,1789.4,1329.79,949.919,529.633,363.843,260.658,604.097,903.632,1157.38,1712.86,2030.68,2185.23,2201.92,2028.28,1559.86,1171.95,737.08,558.035,431.108,546.553,624.749,677.716,713.593,737.895,754.355,765.505,773.057,778.172,781.637,783.984,785.574,1127.6,1425.71,1678.05,2229.33,2542.97,2693.37,2701.88,2520.19,2036.05,1632.93,1169.08,962.879,786.651,640.335,526.723,344.511,645.111,899.891,1458.39,1779.07,1936.36,1958.23,1789.4,1329.79,949.919,529.633,363.843,260.658,604.097,903.632,1157.38,1712.86,2030.68,2185.23,2201.92,2028.28,1559.86,1171.95,737.08,558.035,431.108,546.553,624.749,677.716,713.593,737.895,754.355,765.505,773.057,778.172,781.637,783.984,785.574,1127.6,1425.71,1678.05,2229.33,2542.97,2693.37,2701.88,2520.19,2036.05,1632.93,1169.08,962.879,786.651,640.335,526.723,80000,0,0,72189.2,7652.6,89.9264,65060.5,14329.8,346.304,58708.4,19989.2,738.991,43083.4,32395.1,2557.03,31616.9,39518.4,4995.43,23202.2,43012.3,7739.23,12495.4,43497.9,13367.3,6729.3,39747.7,18496.9,1951.68,29538.4,26215,566.043,21100.5,30776.6,47.6134,11764.7,34028.4,4.00506,8082.02,33709.4,0.028338,5789.97,30404.1,72189.3,13418.8,30417.3,65060.5,20072.3,30595.9,58708.4,25708.8,30911.8,43083.4,38047.7,32498.5,31617,45107.3,34705.9,23202.2,48540.3,37219.2,12495.4,48911.1,42388.3,6729.3,45054.1,47062.7,1951.69,34649,53884.3,566.043,26032.4,57571.5,47.6134,16372.7,59147.3,4.00506,12395.6,57252.2,0.028338,9576.16,51081.2,0.028338,12140.5,65086.9,0.028338,13877.5,74573.7,0.028338,15054.1,80999.6,0.028338,15851,85352.2,0.028338,16390.8,88300.4,0.028338,16756.4,90297.4,0.028338,17004.1,91650.1,0.028338,17171.9,92566.3,0.028338,17285.5,93186.9,0.028338,17362.5,93607.3,0.028338,17414.6,93892,0.028338,17449.9,94084.9,72189.3,25047.3,93926.7,65060.5,31669.2,93932.4,58708.4,37274.4,94077.8,43083.4,49519.9,95154,31617,56486.7,96855,23202.2,59827.6,98865.9,12495.4,60016.7,103043,6729.3,55980.9,106740,1951.69,45226.7,111656,566.043,36272.2,113498,47.6134,25968.7,111558,4.00506,21388.4,106368,0.028338,17473.8,94215.5,1.68659e-05,14223.7,77636.7,1.0038e-08,11700.1,63899.9,378.078,568.7,954.427,1406.63,1833.76,2158.92,1870.55,1520.64,1297.57,872.449,582.368,398.723,238.845,748.544,906.574,1225.39,1495.91,2170.65,2161.75,2250.05,2047.43,1643.91,1263.8,782.635,521.338,504.946,545.284,731.233,637.468,661.258,712.12,823.945,815.117,727.765,946.085,713.331,760.815,773.949,1109.38,1480.65,1703.67,2243.42,2922.77,2658.84,2350.54,2267.75,2213.91,1580.17,1189.46,829.537,714.031,672.422,547.472
78.988,0.960311,0.196426,4,15,0,-78.141,4.65907,6.20417,21.0808,72.3439,1.29524,0.100425,4.65907,6.20417,21.0808,72.3439,1.29524,0,378.518,706.272,981.78,1574.79,1901.97,2050.22,2035.84,1829.53,1322.29,926.768,511.904,357.059,262.478,639.98,966.722,1241.24,1831.38,2155.8,2301.39,2281.98,2070.94,1554.91,1151.26,721.469,552.951,433.825,548.602,625.489,676.995,711.498,734.61,750.093,760.465,767.413,772.067,775.185,777.274,778.673,1154.75,1480.05,1753.15,2339.02,2659.23,2800.63,2772.96,2553.78,2021.9,1602.91,1143.95,948.142,779.61,632.813,517.76,378.518,706.272,981.78,1574.79,1901.97,2050.22,2035.84,1829.53,1322.29,926.768,511.904,357.059,262.478,639.98,966.722,1241.24,1831.38,2155.8,2301.39,2281.98,2070.94,1554.91,1151.26,721.469,552.951,433.825,548.602,625.489,676.995,711.498,734.61,750.093,760.465,767.413,772.067,775.185,777.274,778.673,1154.75,1480.05,1753.15,2339.02,2659.23,2800.63,2772.96,2553.78,2021.9,1602.91,1143.95,948.142,779.61,632.813,517.76,80000,0,0,71845.8,7979.48,99.6958,64439.2,14888.8,382.999,57871,20696.7,815.38,41863.2,33197.9,2802.14,30283.3,40095.1,5438.93,21906.6,43220.2,8374.81,11463.5,42917.2,14303.1,5998.74,38568,19595,1642.65,27875.1,27315.2,449.81,19537,31665.1,33.7287,10791.4,34432.5,2.52912,7527.11,33794.3,0.0142203,5533.25,30213.8,71845.8,13491.3,30233.6,64439.2,20379.3,30436.1,57871,26166.5,30788.7,41863.2,38606.9,32535.6,30283.3,45446,34933.3,21906.6,48515.2,37631,11463.5,48106.1,43086.2,5998.74,43657.1,47910.1,1642.65,32778.8,54711.7,449.811,24269.5,58168.3,33.7287,15209.2,59229.1,2.52912,11656.7,56991,0.0142203,9145.38,50511.2,0.0142203,11565,64108.1,0.0142203,13185.8,73216.5,0.0142203,14271.6,79318.1,0.0142203,14999,83405.4,0.0142203,15486.2,86143.4,0.0142203,15812.6,87977.6,0.0142203,16031.2,89206.3,0.0142203,16177.7,90029.4,0.0142203,16275.8,90580.7,0.0142203,16341.5,90950.1,0.0142203,16385.6,91197.5,0.0142203,16415.1,91363.2,71845.8,24343,91213.8,64439.2,31200.6,91245.6,57871,36957.8,91429.9,41863.2,49308.6,92672.7,30283.3,56058.7,94570.6,21906.6,59039.7,96772.6,11463.5,58456.2,101249,5998.74,53835.9,105110,1642.65,42623.4,110033,449.811,33790.8,111673,33.7287,24115.4,109278,2.52912,19987.6,103807,0.0142203,16434.8,91474.3,5.9954e-06,13340.2,74936.2,2.52771e-09,10914.8,61334.9,425.725,707.88,887.567,1852.44,1915.95,2164.56,1818.49,1786.77,1693.78,975.41,542.998,382.458,214.89,540.257,883.813,1144.92,1822.87,2048,2492.9,2152.35,1912.14,1433.09,1305.85,761.122,523.964,409.902,504.45,638.407,641.485,712.015,747.271,857.401,799.263,749.391,697.181,658.615,900.858,735.669,1095.93,1380.09,1537.46,2009.75,3109.27,3083.2,2960.45,2745.11,1940.32,1481.11,1100.28,929.954,811.136,583.826,608.251
82.5348,0.994932,0.196426,4,15,0,-77.3054,4.76422,6.80118,21.7994,74.2997,1.30768,0.121951,4.76422,6.80118,21.7994,74.2997,1.30768,0,369.134,687.969,955.253,1527.09,1838.31,1975.32,1949.88,1743.27,1251.19,876.03,491.879,351.896,265.203,633.359,951.217,1217.55,1786.6,2095.13,2229.53,2199.13,1987.81,1486.89,1103.49,704.071,550.036,438.098,553.04,629.456,680.259,714.034,736.489,751.417,761.342,767.94,772.327,775.243,777.182,778.471,1145.18,1461.58,1726.47,2291.21,2595.47,2725.63,2686.86,2467.32,1950.36,1551.45,1122.57,941.008,779.328,631.389,514.695,369.134,687.969,955.253,1527.09,1838.31,1975.32,1949.88,1743.27,1251.19,876.03,491.879,351.896,265.203,633.359,951.217,1217.55,1786.6,2095.13,2229.53,2199.13,1987.81,1486.89,1103.49,704.071,550.036,438.098,553.04,629.456,680.259,714.034,736.489,751.417,761.342,767.94,772.327,775.243,777.182,778.471,1145.18,1461.58,1726.47,2291.21,2595.47,2725.63,2686.86,2467.32,1950.36,1551.45,1122.57,941.008,779.328,631.389,514.695,80000,0,0,71771.6,8046.91,106.604,64305.4,14997.3,409.159,57691.3,20823.9,870.285,41603.6,33289.6,2982.83,30002.1,40074.2,5774.61,21635.7,43060.7,8869.35,11251.5,42506.3,15075.6,5851.3,38002.3,20562.5,1582.46,27275.1,28444.2,427.972,19096.9,32769.1,31.3024,10722.7,35324.1,2.2895,7671.13,34492.3,0.012248,5781.27,30679.6,71771.6,13806.8,30702.8,64305.4,20736,30921.1,57691.3,26541.9,31299.1,41603.6,38946.7,33161.7,30002.1,45672.6,35704.7,21635.7,48602.5,38551.8,11251.5,47939.8,44266.7,5851.31,43333.1,49268.2,1582.46,32413.3,56198.8,427.972,24055.4,59600.3,31.3024,15348.3,60394.7,2.2895,11990.5,57915.1,0.012248,9550.27,51122.9,0.012248,12055.9,64714.2,0.012248,13721.8,73750,0.012248,14829.2,79757.2,0.012248,15565.5,83751,0.012248,16055,86406.1,0.012248,16380.4,88171.3,0.012248,16596.8,89344.9,0.012248,16740.6,90125.1,0.012248,16836.3,90643.8,0.012248,16899.8,90988.6,0.012248,16942.1,91217.9,0.012248,16970.2,91370.3,71771.6,24964.2,91222.4,64305.4,31861.5,91268,57691.3,37636,91475.8,41603.6,49946.9,92828.9,30002.1,56579.6,94866.5,21635.7,59417.2,97212.6,11251.5,58572,101938,5851.31,53786,105967,1582.46,42516.6,111001,427.972,33820.8,112570,31.3024,24471.3,109880,2.2895,20513.4,104146,0.012248,16988.9,91471.6,4.79241e-06,13763.9,74638.5,1.87518e-09,11220,60859.4,365.387,575.752,983.242,1322.87,2195.2,2441.92,1747.68,1679.74,1061.04,950.613,506.381,394.773,364.37,570.087,1011.12,1230.48,2001.61,2005.11,2472.28,2724.86,1814.85,1370.38,1015.95,648.2,509.443,464.871,532.553,778.565,771.482,685.364,808.038,789.122,794.15,688.989,716.191,900.875,818.877,705.746,1108.35,1284.42,1716.86,2424,2067.03,2749.09,3129.05,2188.31,2075.96,1633.74,1059.45,1111.07,766.57,676.372,591.892
82.5123,0.947014,0.196426,4,15,0,-79.5572,4.80175,7.18678,22.7039,72.8748,1.34676,0.0863996,4.80175,7.18678,22.7039,72.8748,1.34676,0,364.474,678.286,940.487,1497.55,1796.43,1924.38,1890.59,1685.46,1209.86,853.291,491.891,359.809,274.562,638.027,950.83,1212.05,1766.22,2062.29,2187.53,2148.53,1938.44,1453.5,1088.16,710.492,563.44,451.369,567.163,643.001,692.67,725.2,746.505,760.459,769.597,775.582,779.502,782.069,783.751,784.852,1146.82,1458.12,1717.86,2267.59,2559.26,2680.14,2632.53,2413.98,1912.55,1531.3,1123.46,948.279,785.573,632.15,511.483,364.474,678.286,940.487,1497.55,1796.43,1924.38,1890.59,1685.46,1209.86,853.291,491.891,359.809,274.562,638.027,950.83,1212.05,1766.22,2062.29,2187.53,2148.53,1938.44,1453.5,1088.16,710.492,563.44,451.369,567.163,643.001,692.67,725.2,746.505,760.459,769.597,775.582,779.502,782.069,783.751,784.852,1146.82,1458.12,1717.86,2267.59,2559.26,2680.14,2632.53,2413.98,1912.55,1531.3,1123.46,948.279,785.573,632.15,511.483,80000,0,0,71539.2,8274.98,111.259,63887.1,15399.7,426.524,57130.5,21352.7,906.191,40798.6,34000.3,3095.81,29135.5,40785.9,5975.33,20806.6,43691,9152.19,10611,42923.8,15480.1,5411.42,38266.6,21026.8,1407.41,27468.6,28900.2,366.044,19373,33142.4,24.7602,11167.8,35517.1,1.67485,8169.08,34550.1,0.00766334,6233.64,30558,71539.2,14485.7,30582.9,63887.2,21587.6,30811,57130.5,27518.2,31204.5,40798.6,40100,33135.7,29135.5,46822,35757.9,20806.6,49665.5,38678.9,10611,48780.1,44499.6,5411.42,44010.2,49545.6,1407.41,33000,56439.2,366.044,24705.5,59731.8,24.7602,16130.9,60299.6,1.67485,12792.3,57645.9,0.00766335,10247.8,50615.4,0.00766335,12876.8,63751.8,0.00766335,14598.6,72355.3,0.00766335,15726.3,77990,0.00766335,16464.9,81680.4,0.00766335,16948.6,84097.3,0.00766335,17265.4,85680.3,0.00766335,17472.9,86717,0.00766335,17608.7,87396,0.00766335,17697.7,87840.7,0.00766335,17756,88132,0.00766335,17794.2,88322.7,0.00766335,17819.2,88447.6,71539.2,26037.4,88303.4,63887.2,33105.1,88360.7,57130.5,39002,88586.1,40798.6,51483.1,90013.5,29135.5,58105.1,92136.4,20806.6,60849.6,94562.5,10611,59768.6,99406.4,5411.42,54806.7,103493,1407.41,43422.4,108517,366.044,34766.6,110005,24.7602,25506.9,107149,1.67485,21529.6,101304,0.00766335,17835.6,88529.5,2.37182e-06,14352.3,71697.7,7.34086e-10,11612.7,58025.1,402.845,665.196,1000.81,1589.8,1854.68,1970.83,2003.19,1710.03,1292.04,803.4,419.448,380.143,268.554,656.951,898.554,1307.9,1774.77,2144.17,2079.08,2511.96,2148.86,1507.59,1120.93,753.081,500.967,396.146,529.479,653.441,706.622,704.088,805.164,755.665,763.609,742.406,801.526,862.488,886.611,713.333,1229.15,1579.16,1940.39,2399.24,2565.26,3080.19,2350.88,2524.26,1880.27,1484.55,1100.16,1000.28,837.409,549.699,504.975
81.2902,0.985168,0.196426,3,7,0,-80.604,4.80243,6.97297,22.1731,70.3917,1.31106,0.0845565,4.80243,6.97297,22.1731,70.3917,1.31106,0,363.794,677.913,941.159,1504.02,1810.08,1944.71,1919.93,1717.84,1237.77,872.987,500.387,363.891,276.051,638.807,951.889,1214.12,1774.01,2077.19,2209.03,2178.9,1971.71,1482.05,1108.28,719.006,567.191,451.97,566.013,639.945,687.873,718.944,739.087,752.145,760.611,766.099,769.656,771.963,773.458,774.427,1135.69,1447.27,1708.02,2263.46,2562.25,2689.73,2650.99,2435.35,1929.25,1539.6,1120.27,940.495,775.056,620.393,499.412,363.794,677.913,941.159,1504.02,1810.08,1944.71,1919.93,1717.84,1237.77,872.987,500.387,363.891,276.051,638.807,951.889,1214.12,1774.01,2077.19,2209.03,2178.9,1971.71,1482.05,1108.28,719.006,567.191,451.97,566.013,639.945,687.873,718.944,739.087,752.145,760.611,766.099,769.656,771.963,773.458,774.427,1135.69,1447.27,1708.02,2263.46,2562.25,2689.73,2650.99,2435.35,1929.25,1539.6,1120.27,940.495,775.056,620.393,499.412,80000,0,0,71751.5,8066.43,107.698,64269.2,15031.4,413.227,57642.6,20868.4,878.661,41533.4,33348.7,3008.7,29926.1,40135.1,5819.28,21562.8,43120.2,8929.73,11194.7,42570.7,15150.8,5811.9,38089.7,20628.8,1566.51,27445.2,28440.8,422.228,19356.8,32663.8,30.6743,11095.1,35016.2,2.22845,8068.59,34024.8,0.0117614,6120.9,29996.7,71751.5,14164.3,30017.6,64269.2,21106.3,30235.4,57642.6,26920.8,30614.3,41533.4,39335.2,32484.4,29926.1,46057.7,35036.3,21562.8,48981,37889.6,11194.7,48313,43601.1,5811.9,43718.9,48576.3,1566.51,32861.7,55405.3,422.228,24573.9,58676.3,30.6743,15942.6,59219.7,2.22845,12576.4,56542.7,0.0117614,10021.6,49485.8,0.0117614,12550.3,62120.3,0.0117614,14189.5,70311,0.0117614,15252.3,75620.8,0.0117614,15941.2,79063.1,0.0117614,16387.8,81294.7,0.0117614,16677.4,82741.3,0.0117614,16865.1,83679.2,0.0117614,16986.8,84287.2,0.0117614,17065.6,84681.3,0.0117614,17116.8,84936.9,0.0117614,17149.9,85102.5,0.0117614,17171.4,85209.9,71751.5,25181.8,85065.5,64269.2,32090.4,85116.5,57642.6,37872,85331.1,41533.4,50187.9,86709.4,29926.1,56812.9,88773.9,21562.8,59639.5,91144.1,11194.7,58780.7,95902.5,5811.9,53999.3,99941.7,1566.51,42777.3,104948,422.228,34137.8,106462,30.6743,24839.9,103675,2.22845,20853.7,97900,0.0117614,17185.4,85279.5,4.50968e-06,13756,68715,1.72914e-09,11073.5,55327.9,402.604,731.197,939.396,1697.49,1540.76,1877.29,1934.86,1645.48,1243.25,916.292,544.828,361.174,290.399,722.857,1030.74,1226.2,1961.68,2501.92,2056.56,2332.02,1946.23,1693.15,1138.43,612.341,483.641,419.908,529.221,589.26,645.182,711.31,796.472,912.185,733.41,850.968,898.748,759.196,779.391,631.424,1149.9,1313.23,1910.64,1909.86,2206.64,2829.88,2795.28,2553.24,2320.76,1586.26,1371.18,877.38,733.526,716.891,487.154
83.1514,0.960847,0.196426,4,15,0,-78.9304,4.85664,7.5403,23.62,75.3463,1.41319,0.122164,4.85664,7.5403,23.62,75.3463,1.41319,0,366.669,680.634,941.435,1488.69,1774.59,1890.3,1839.82,1629.03,1161.48,819.764,478.537,354.217,272.695,638.382,951.366,1211.21,1755.64,2038.81,2151.87,2096.3,1880.65,1403.93,1053.61,696.371,557.296,449.304,565.518,641.992,692.316,725.432,747.223,761.563,770.999,777.208,781.295,783.983,785.753,786.917,1151.12,1462.6,1720.97,2260.98,2539.76,2648.47,2584.31,2360.23,1867.07,1500.87,1113.51,946.329,787.683,635.59,515.493,366.669,680.634,941.435,1488.69,1774.59,1890.3,1839.82,1629.03,1161.48,819.764,478.537,354.217,272.695,638.382,951.366,1211.21,1755.64,2038.81,2151.87,2096.3,1880.65,1403.93,1053.61,696.371,557.296,449.304,565.518,641.992,692.316,725.432,747.223,761.563,770.999,777.208,781.295,783.983,785.753,786.917,1151.12,1462.6,1720.97,2260.98,2539.76,2648.47,2584.31,2360.23,1867.07,1500.87,1113.51,946.329,787.683,635.59,515.493,80000,0,0,71145.8,8660.72,117.532,63182.3,16076.6,449.794,56189.4,22236.7,954.05,39465.7,35162.9,3244.11,27719.4,41915.8,6235.16,19469.2,44648.7,9513.89,9604.58,43456.5,15988.3,4738.14,38477.7,21606.3,1153.1,27434.1,29488.2,280.625,19362.8,33680.1,16.6205,11303,35976.1,0.984377,8366.59,34979.1,0.003453,6441.05,30970.2,71145.8,15078.6,31001.2,63182.3,22471.2,31246,56189.4,28608.7,31663.9,39465.7,41468.3,33694.8,27719.4,48156.7,36427.9,19469.2,50827.1,39450,9604.58,49514.6,45415.7,4738.14,44421,50531.6,1153.1,33160.9,57430.5,280.625,24886.2,60669.5,16.6205,16448.3,61151.1,0.984377,13163.3,58459.3,0.003453,10612.5,51393.7,0.003453,13357.5,64833.3,0.003453,15163.8,73677.2,0.003453,16352.5,79496.9,0.003453,17134.7,83326.6,0.003453,17649.4,85846.7,0.003453,17988.1,87505,0.003453,18211,88596.2,0.003453,18357.6,89314.3,0.003453,18454.2,89786.9,0.003453,18517.7,90097.8,0.003453,18559.5,90302.5,0.003453,18587,90437.1,71145.8,27189.4,90296.2,63182.3,34546.6,90367.6,56189.4,40649.2,90614.7,39465.7,53404.2,92133.8,27719.4,59989.1,94359.6,19469.2,62556.7,96878.9,9604.58,61041.5,101852,4738.14,55748.6,105992,1153.1,44100.3,110990,280.625,35450.6,112394,16.6205,26301,109391,0.984377,22352.3,103449,0.003453,18605.1,90525.7,7.17382e-07,15012.6,73486.5,1.4904e-10,12175.9,59613.8,393.667,767.641,1011.72,1209.11,2123.52,1696.74,1488.16,1398.63,1326.43,868.625,578.69,338.711,258.659,489.161,1013.27,1181.38,1609.53,2029.42,2655.15,1643.24,1846.56,1140.34,869.517,676.413,479.797,481.064,603.742,652.366,834.772,681.31,665.639,897.197,796.277,740.628,659.616,882.303,906.912,775.468,1174.64,1520.81,1804.49,2676.56,2091.96,3624.91,3100.83,2032.15,1918.94,1425.62,1365.73,891.3,602.675,752.195,516.835
